iteration,elapsed_s,iter_s,loss,policy_loss,value_loss,games,positions,buffer,selfplay_s,train_s,games_per_s
251,30790.4,126.3,2.4609,2.3548,0.1061,96,11947,80000,121.8,4.5,0.788
252,30908.3,117.9,2.4625,2.3611,0.1014,96,11569,80000,113.4,4.4,0.847
253,31038.4,130.1,2.4621,2.362,0.1001,96,13794,80000,125.6,4.4,0.764
254,31166.1,127.7,2.4528,2.3486,0.1042,96,12766,80000,123.2,4.4,0.779
255,31291.1,125.0,2.4295,2.3352,0.0944,96,12979,80000,120.4,4.5,0.797
256,31417.8,126.7,2.4368,2.3387,0.0981,96,12410,80000,122.2,4.5,0.786
257,31541.5,123.7,2.4349,2.3303,0.1046,96,12527,80000,119.3,4.4,0.805
258,31665.0,123.5,2.42,2.3175,0.1026,96,12455,80000,119.0,4.4,0.807
259,31789.2,124.1,2.4398,2.3316,0.1081,96,12887,80000,119.6,4.4,0.803
260,31907.4,118.2,2.447,2.3405,0.1065,96,11315,80000,113.7,4.4,0.844
261,32033.1,125.7,2.4508,2.3503,0.1005,96,12848,80000,121.2,4.4,0.792
262,32155.1,122.1,2.4579,2.3573,0.1006,96,12377,80000,117.6,4.4,0.817
263,32274.6,119.5,2.4574,2.3648,0.0926,96,11929,80000,115.0,4.5,0.835
264,32392.8,118.1,2.4622,2.3665,0.0957,96,11635,80000,113.6,4.5,0.845
265,32512.1,119.4,2.4602,2.3623,0.0978,96,11443,80000,114.9,4.4,0.836
266,32635.2,123.1,2.4561,2.3593,0.0968,96,12257,80000,118.5,4.5,0.81
267,32757.7,122.6,2.4477,2.3554,0.0923,96,12369,80000,118.1,4.4,0.813
268,32886.4,128.7,2.4461,2.3561,0.09,96,12581,80000,124.1,4.5,0.773
269,33013.8,127.4,2.4268,2.3421,0.0847,96,12693,80000,122.9,4.5,0.781
270,33139.4,125.7,2.4073,2.3275,0.0798,96,13135,80000,121.2,4.4,0.792
271,33260.8,121.3,2.4177,2.3301,0.0876,96,12878,80000,116.8,4.5,0.822
272,33381.8,121.0,2.4359,2.3402,0.0956,96,12430,80000,116.5,4.4,0.824
273,33506.5,124.8,2.4244,2.3396,0.0848,96,13154,80000,120.3,4.4,0.798
274,33629.5,123.0,2.4378,2.3394,0.0984,96,12424,80000,118.5,4.4,0.81
275,33754.7,125.2,2.4448,2.3425,0.1023,96,12085,80000,120.7,4.5,0.795
276,33877.9,123.2,2.4589,2.3639,0.095,96,12802,80000,118.7,4.4,0.809
277,33998.4,120.6,2.4573,2.3636,0.0937,96,12183,80000,116.1,4.4,0.827
278,34123.7,125.3,2.4539,2.3611,0.0928,96,12750,80000,120.8,4.4,0.795
279,34251.0,127.3,2.4573,2.3604,0.0969,96,12737,80000,122.7,4.5,0.782
280,34373.6,122.6,2.4479,2.3498,0.0981,96,12288,80000,118.1,4.4,0.813
281,34495.2,121.6,2.4349,2.3443,0.0905,96,11744,80000,117.1,4.5,0.82
282,34617.9,122.7,2.424,2.3326,0.0914,96,12485,80000,118.2,4.4,0.812
283,34735.4,117.5,2.4377,2.3403,0.0974,96,11721,80000,112.9,4.5,0.85
284,34858.2,122.8,2.45,2.3538,0.0962,96,12223,80000,118.3,4.5,0.811
285,34979.8,121.6,2.4482,2.3575,0.0907,96,12296,80000,117.1,4.4,0.82
286,35101.1,121.3,2.4626,2.3731,0.0895,96,12617,80000,116.8,4.4,0.822
287,35225.9,124.8,2.4739,2.3792,0.0946,96,12924,80000,120.3,4.4,0.798
288,35348.0,122.1,2.4731,2.3802,0.0929,96,12490,80000,117.6,4.5,0.816
289,35471.1,123.1,2.4714,2.3812,0.0903,96,12268,80000,118.6,4.5,0.809
290,35592.2,121.1,2.457,2.3703,0.0867,96,12082,80000,116.5,4.5,0.824
291,35710.3,118.1,2.4671,2.3717,0.0954,96,11538,80000,113.5,4.5,0.846
292,35831.1,120.8,2.4843,2.3891,0.0952,96,11747,80000,116.3,4.5,0.826
293,35953.0,121.9,2.4775,2.3868,0.0907,96,12074,80000,117.4,4.5,0.818
294,36071.5,118.5,2.4801,2.3904,0.0897,96,11860,80000,114.0,4.5,0.842
295,36190.4,118.9,2.4947,2.4017,0.093,96,11910,80000,114.4,4.4,0.839
296,36313.4,122.9,2.4958,2.4036,0.0922,96,12709,80000,118.4,4.5,0.811
297,36437.7,124.4,2.492,2.397,0.0949,96,12067,80000,119.8,4.5,0.801
298,36558.1,120.3,2.4828,2.3957,0.0871,96,11842,80000,115.9,4.4,0.829
299,36684.0,125.9,2.4739,2.3916,0.0823,96,13042,80000,121.4,4.5,0.791
300,36807.0,123.0,2.4774,2.388,0.0894,96,12085,80000,118.5,4.4,0.81
301,36926.9,120.0,2.4662,2.3689,0.0974,96,11780,80000,115.4,4.5,0.832
302,37051.4,124.4,2.4632,2.3653,0.0979,96,12904,80000,119.9,4.4,0.8
303,37178.8,127.4,2.4578,2.3647,0.0931,96,12377,80000,122.9,4.4,0.781
304,37300.2,121.4,2.4364,2.349,0.0875,96,12282,80000,116.9,4.4,0.821
305,37423.9,123.8,2.4414,2.3465,0.0949,96,12710,80000,119.2,4.5,0.805
306,37546.4,122.5,2.4512,2.35,0.1012,96,12147,80000,118.0,4.4,0.814
307,37671.7,125.3,2.4452,2.3492,0.096,96,12687,80000,120.8,4.4,0.795
308,37797.2,125.5,2.4586,2.3649,0.0937,96,12597,80000,121.0,4.4,0.794
309,37920.3,123.2,2.4489,2.3594,0.0894,96,11326,80000,118.6,4.5,0.809
310,38043.1,122.7,2.4565,2.3669,0.0896,96,12330,80000,118.2,4.5,0.812
311,38173.1,130.0,2.4584,2.3616,0.0968,96,12351,80000,125.5,4.5,0.765
312,38297.5,124.3,2.4528,2.3603,0.0925,96,12837,80000,119.9,4.4,0.801
313,38424.6,127.1,2.4447,2.3552,0.0896,96,12605,80000,122.6,4.5,0.783
314,38542.6,118.0,2.4441,2.3561,0.088,96,12007,80000,113.5,4.4,0.846
315,38664.8,122.2,2.4464,2.3623,0.0841,96,12512,80000,117.7,4.5,0.816
316,38784.9,120.1,2.4502,2.3606,0.0896,96,11658,80000,115.6,4.4,0.83
317,38903.2,118.3,2.4656,2.3722,0.0934,96,11607,80000,113.8,4.4,0.843
318,39025.2,122.0,2.4667,2.3756,0.0911,96,11676,80000,117.4,4.5,0.818
319,39147.5,122.3,2.4724,2.3794,0.093,96,12525,80000,117.9,4.4,0.815
320,39272.8,125.2,2.4672,2.3796,0.0876,96,12522,80000,120.7,4.5,0.795
321,39398.1,125.4,2.4514,2.3702,0.0812,96,13235,80000,120.9,4.4,0.794
322,39517.4,119.3,2.467,2.3732,0.0938,96,12077,80000,114.8,4.4,0.836
323,39640.1,122.7,2.4496,2.3624,0.0873,96,12500,80000,118.2,4.5,0.813
324,39764.3,124.2,2.4585,2.3693,0.0892,96,13076,80000,119.7,4.4,0.802
325,39888.1,123.9,2.4586,2.3764,0.0822,96,12692,80000,119.4,4.4,0.804
326,40006.2,118.0,2.4647,2.3792,0.0855,96,12037,80000,113.4,4.5,0.846
327,40133.1,126.9,2.4768,2.3841,0.0928,96,12915,80000,122.4,4.4,0.784
328,40258.6,125.5,2.4875,2.3968,0.0908,96,12307,80000,120.9,4.5,0.794
329,40383.5,124.9,2.4811,2.3943,0.0867,96,12600,80000,120.4,4.5,0.798
330,40509.1,125.6,2.4795,2.3983,0.0812,96,12461,80000,121.1,4.4,0.793
331,40633.4,124.4,2.4734,2.3894,0.084,96,12424,80000,119.9,4.4,0.801
332,40755.5,122.0,2.4854,2.3924,0.093,96,11967,80000,117.5,4.5,0.817
333,40882.3,126.8,2.4893,2.4064,0.0829,96,12932,80000,122.2,4.5,0.785
334,41009.9,127.6,2.4819,2.4069,0.075,96,12718,80000,123.1,4.5,0.78
335,41131.4,121.6,2.4957,2.4047,0.091,96,11803,80000,117.0,4.4,0.82
336,41255.7,124.3,2.5101,2.4179,0.0922,96,11855,80000,119.7,4.5,0.802
337,41371.5,115.9,2.5167,2.4279,0.0888,96,11695,80000,111.3,4.5,0.863
338,41496.8,125.3,2.503,2.4197,0.0833,96,12406,80000,120.7,4.5,0.795
339,41620.7,123.8,2.5077,2.421,0.0867,96,12113,80000,119.3,4.4,0.804
340,41746.7,126.0,2.5133,2.4224,0.0908,96,12985,80000,121.5,4.5,0.79
341,41861.7,115.0,2.5098,2.4129,0.0969,96,11259,80000,110.5,4.4,0.869
342,41993.3,131.6,2.4781,2.3926,0.0855,96,13573,80000,127.1,4.4,0.755
343,42119.1,125.8,2.4511,2.3707,0.0804,96,12765,80000,121.2,4.4,0.792
344,42243.7,124.6,2.4392,2.3556,0.0836,96,12698,80000,120.1,4.4,0.799
345,42365.5,121.8,2.4425,2.3517,0.0909,96,12462,80000,117.3,4.4,0.818
346,42488.0,122.5,2.4567,2.362,0.0947,96,12066,80000,118.0,4.4,0.813
347,42618.0,130.0,2.4478,2.3629,0.0849,96,12779,80000,125.5,4.4,0.765
348,42740.7,122.7,2.478,2.3812,0.0968,96,12778,80000,118.1,4.5,0.813
349,42870.8,130.1,2.4816,2.3889,0.0927,96,13623,80000,125.5,4.5,0.765
350,42992.3,121.5,2.4874,2.3937,0.0937,96,11734,80000,116.9,4.5,0.821
351,43112.9,120.6,2.4778,2.383,0.0949,96,11868,80000,116.1,4.5,0.827
352,43240.7,127.8,2.4707,2.3827,0.088,96,13086,80000,123.3,4.5,0.779
353,43365.1,124.3,2.4664,2.3728,0.0936,96,12650,80000,119.8,4.4,0.801
354,43488.5,123.4,2.4638,2.3723,0.0915,96,12119,80000,118.9,4.5,0.808
355,43612.1,123.6,2.4601,2.3687,0.0914,96,11995,80000,119.1,4.5,0.806
356,43736.1,124.0,2.489,2.3838,0.1053,96,13085,80000,119.5,4.5,0.803
357,43863.4,127.3,2.4791,2.3828,0.0963,96,12640,80000,122.8,4.5,0.782
358,43985.8,122.4,2.4637,2.3759,0.0878,96,12316,80000,117.9,4.4,0.815
359,44109.6,123.8,2.4697,2.3727,0.097,96,12349,80000,119.3,4.5,0.805
360,44236.9,127.3,2.4695,2.3763,0.0932,96,12501,80000,122.8,4.5,0.782
361,44362.9,126.0,2.45,2.361,0.089,96,12712,80000,121.4,4.5,0.79
362,44492.1,129.2,2.4466,2.3646,0.082,96,12839,80000,124.6,4.5,0.77
363,44619.8,127.6,2.4343,2.352,0.0823,96,13743,80000,123.1,4.4,0.78
364,44745.6,125.8,2.4233,2.337,0.0862,96,12305,80000,121.3,4.5,0.792
365,44868.6,123.0,2.4316,2.337,0.0947,96,11980,80000,118.5,4.5,0.81
366,44998.0,129.4,2.437,2.3476,0.0894,96,13224,80000,124.8,4.4,0.769
367,45123.0,125.0,2.4242,2.3416,0.0826,96,12245,80000,120.5,4.4,0.797
368,45244.7,121.8,2.4475,2.3563,0.0913,96,12346,80000,117.3,4.4,0.819
369,45368.0,123.3,2.4511,2.3689,0.0822,96,12783,80000,118.8,4.4,0.808
370,45491.2,123.2,2.4782,2.3877,0.0905,96,12581,80000,118.6,4.5,0.809
371,45613.5,122.4,2.477,2.392,0.085,96,12215,80000,117.8,4.5,0.815
372,45739.6,126.1,2.4916,2.4075,0.0841,96,12222,80000,121.5,4.4,0.79
373,45863.8,124.2,2.501,2.4182,0.0827,96,12234,80000,119.7,4.5,0.802
374,45986.8,123.1,2.5166,2.4337,0.0828,96,12195,80000,118.6,4.4,0.81
375,46108.2,121.4,2.5247,2.4377,0.087,96,12381,80000,116.9,4.4,0.821
376,46231.2,122.9,2.5319,2.4452,0.0867,96,11726,80000,118.4,4.5,0.811
377,46351.1,119.9,2.5276,2.4417,0.0858,96,11305,80000,115.4,4.5,0.832
378,46478.3,127.2,2.5275,2.4337,0.0938,96,11904,80000,122.6,4.5,0.783
379,46598.3,120.0,2.5175,2.4289,0.0886,96,11932,80000,115.5,4.5,0.831
380,46722.7,124.4,2.511,2.424,0.0871,96,12632,80000,119.8,4.5,0.801
381,46850.1,127.5,2.4873,2.4028,0.0845,96,13186,80000,123.0,4.4,0.781
382,46971.3,121.2,2.4725,2.3905,0.082,96,11681,80000,116.6,4.5,0.823
383,47096.9,125.6,2.4751,2.389,0.0861,96,12539,80000,121.1,4.5,0.793
384,47221.7,124.8,2.4613,2.3786,0.0827,96,12742,80000,120.3,4.5,0.798
385,47338.7,117.0,2.4648,2.3803,0.0846,96,11940,80000,112.5,4.4,0.853
386,47463.1,124.4,2.4583,2.3769,0.0814,96,12575,80000,119.9,4.5,0.801
387,47586.7,123.6,2.4619,2.3797,0.0822,96,12518,80000,119.1,4.4,0.806
388,47712.1,125.4,2.4747,2.3845,0.0902,96,12830,80000,120.8,4.5,0.795
389,47835.6,123.6,2.4629,2.3682,0.0947,96,12438,80000,119.0,4.5,0.806
390,47958.0,122.3,2.4639,2.3685,0.0954,96,12321,80000,117.8,4.5,0.815
391,48081.6,123.7,2.4637,2.3668,0.0968,96,11351,80000,119.2,4.4,0.806
392,48199.0,117.4,2.4629,2.372,0.091,96,11895,80000,112.9,4.4,0.85
393,48317.9,118.9,2.4637,2.3729,0.0908,96,11224,80000,114.4,4.4,0.839
394,48443.3,125.3,2.4653,2.3748,0.0906,96,13387,80000,120.9,4.4,0.794
395,48563.4,120.1,2.4561,2.3685,0.0875,96,12090,80000,115.6,4.4,0.83
396,48687.4,124.1,2.4615,2.3716,0.09,96,12284,80000,119.6,4.4,0.803
397,48808.4,121.0,2.4704,2.3766,0.0937,96,12644,80000,116.5,4.4,0.824
398,48934.8,126.3,2.4589,2.3679,0.0909,96,13063,80000,121.8,4.5,0.788
399,49056.2,121.5,2.4397,2.3482,0.0914,96,12441,80000,117.0,4.4,0.821
400,49184.1,127.9,2.4269,2.3412,0.0857,96,13778,80000,123.4,4.4,0.778
401,49312.1,128.0,2.4211,2.3415,0.0796,96,12574,80000,123.6,4.4,0.777
402,49434.9,122.8,2.3952,2.3185,0.0767,96,12305,80000,118.3,4.4,0.811
403,49556.0,121.0,2.3978,2.3111,0.0868,96,11708,80000,116.5,4.4,0.824
404,49680.2,124.2,2.4109,2.3223,0.0886,96,12468,80000,119.6,4.5,0.803
405,49804.5,124.4,2.4043,2.3227,0.0816,96,12563,80000,119.9,4.4,0.801
406,49920.9,116.4,2.413,2.3234,0.0896,96,11412,80000,111.9,4.4,0.858
407,50040.7,119.8,2.4335,2.346,0.0876,96,12163,80000,115.4,4.4,0.832
408,50161.7,120.9,2.4415,2.3538,0.0877,96,12073,80000,116.5,4.4,0.824
409,50290.1,128.5,2.4667,2.3786,0.0882,96,13368,80000,124.0,4.4,0.774
410,50414.5,124.3,2.4777,2.3825,0.0953,96,12503,80000,119.8,4.4,0.801
411,50532.3,117.9,2.4695,2.3811,0.0884,96,11584,80000,113.4,4.4,0.847
412,50652.2,119.9,2.4896,2.3915,0.0981,96,12193,80000,115.4,4.4,0.832
413,50778.7,126.5,2.4688,2.3795,0.0894,96,13144,80000,122.0,4.4,0.787
414,50900.4,121.7,2.4494,2.361,0.0884,96,12399,80000,117.2,4.4,0.819
415,51024.2,123.8,2.4357,2.3494,0.0863,96,12230,80000,119.3,4.4,0.805
416,51148.2,124.0,2.436,2.3513,0.0848,96,12010,80000,119.5,4.5,0.804
417,51270.0,121.8,2.4408,2.3444,0.0964,96,12571,80000,117.3,4.4,0.818
418,51394.7,124.6,2.4274,2.3298,0.0976,96,12691,80000,120.2,4.4,0.799
419,51519.2,124.5,2.4019,2.3146,0.0873,96,12472,80000,120.0,4.4,0.8
420,51646.1,127.0,2.3988,2.3198,0.079,96,13021,80000,122.5,4.4,0.784
421,51775.0,128.9,2.4056,2.3172,0.0884,96,12315,80000,124.4,4.4,0.772
422,51903.0,128.0,2.4086,2.3206,0.088,96,12323,80000,123.5,4.4,0.777
423,52026.0,123.0,2.4227,2.3297,0.093,96,12637,80000,118.6,4.4,0.81
424,52147.3,121.2,2.4494,2.3544,0.095,96,12435,80000,116.7,4.5,0.823
425,52267.7,120.4,2.4464,2.3606,0.0859,96,12607,80000,115.9,4.4,0.828
426,52387.5,119.9,2.4672,2.3789,0.0883,96,12483,80000,115.4,4.4,0.832
427,52510.8,123.3,2.4792,2.3926,0.0866,96,12765,80000,118.8,4.4,0.808
428,52633.0,122.2,2.4672,2.3814,0.0858,96,11963,80000,117.7,4.4,0.816
429,52757.4,124.4,2.4682,2.3846,0.0836,96,12846,80000,120.0,4.4,0.8
430,52877.3,119.9,2.465,2.3823,0.0827,96,11551,80000,115.4,4.4,0.832
431,53008.8,131.5,2.4696,2.3822,0.0874,96,12801,80000,127.1,4.4,0.756
432,53132.1,123.3,2.4718,2.3816,0.0902,96,12645,80000,118.7,4.4,0.808
433,53254.3,122.2,2.477,2.3855,0.0915,96,12962,80000,117.7,4.4,0.815
434,53375.1,120.8,2.4959,2.4017,0.0942,96,11888,80000,116.3,4.4,0.826
435,53498.5,123.5,2.4853,2.4017,0.0837,96,12355,80000,119.0,4.4,0.807
436,53619.7,121.1,2.4795,2.398,0.0815,96,12756,80000,116.6,4.5,0.823
437,53739.7,120.0,2.4802,2.4,0.0802,96,12388,80000,115.5,4.4,0.831
438,53857.0,117.3,2.4823,2.3999,0.0824,96,11547,80000,112.8,4.4,0.851
439,53982.9,125.9,2.4954,2.4053,0.09,96,12719,80000,121.4,4.4,0.791
440,54099.5,116.6,2.4909,2.3998,0.0911,96,10786,80000,112.1,4.4,0.856
441,54222.0,122.5,2.498,2.4051,0.0929,96,12026,80000,118.0,4.4,0.814
442,54345.3,123.4,2.4943,2.4064,0.0878,96,12826,80000,118.9,4.4,0.807
443,54467.6,122.2,2.4963,2.4089,0.0873,96,12836,80000,117.8,4.4,0.815
444,54591.5,124.0,2.4885,2.405,0.0835,96,11736,80000,119.5,4.4,0.804
445,54707.7,116.2,2.4909,2.4041,0.0868,96,10761,80000,111.5,4.7,0.861
446,54831.8,124.1,2.4862,2.4,0.0862,96,11560,80000,119.4,4.6,0.804
447,54951.2,119.4,2.5106,2.4103,0.1003,96,11551,80000,114.8,4.6,0.836
448,55075.6,124.4,2.5231,2.4217,0.1013,96,12560,80000,119.8,4.6,0.801
449,55210.6,134.9,2.517,2.4194,0.0976,96,12337,80000,130.3,4.6,0.737
450,55352.4,141.8,2.516,2.4148,0.1012,96,12956,80000,137.0,4.7,0.701
451,55483.0,130.6,2.5033,2.4078,0.0955,96,11744,80000,126.0,4.5,0.762
452,55605.2,122.2,2.4878,2.3952,0.0925,96,12362,80000,117.8,4.4,0.815
453,55726.0,120.7,2.4864,2.3871,0.0993,96,12165,80000,116.3,4.4,0.826
454,55847.5,121.5,2.4852,2.3862,0.0991,96,12474,80000,117.0,4.4,0.82
455,55974.8,127.3,2.4627,2.3725,0.0902,96,12626,80000,122.7,4.5,0.782
456,56097.9,123.1,2.4629,2.3709,0.092,96,12746,80000,118.6,4.4,0.809
457,56218.5,120.6,2.4555,2.3534,0.1022,96,11715,80000,116.1,4.5,0.827
458,56341.2,122.7,2.4432,2.3472,0.0961,96,12110,80000,118.2,4.4,0.812
459,56460.7,119.5,2.4417,2.3428,0.0988,96,11558,80000,115.0,4.4,0.834
460,56577.2,116.5,2.4488,2.3481,0.1006,96,12166,80000,112.1,4.4,0.857
461,56700.1,122.9,2.4465,2.3489,0.0976,96,12452,80000,118.4,4.4,0.811
462,56820.1,120.0,2.4551,2.3571,0.098,96,11823,80000,115.6,4.4,0.831
463,56938.0,117.8,2.4512,2.3535,0.0977,96,11528,80000,113.4,4.4,0.847
464,57068.8,130.8,2.4489,2.3555,0.0934,96,11927,80000,126.2,4.5,0.761
465,57196.3,127.5,2.4515,2.3537,0.0979,96,12127,80000,123.0,4.4,0.78
466,57323.5,127.2,2.4541,2.3629,0.0912,96,13365,80000,122.7,4.4,0.782
467,57450.0,126.5,2.4465,2.3601,0.0865,96,12762,80000,122.0,4.5,0.787
468,57572.8,122.8,2.4481,2.3696,0.0785,96,12837,80000,118.3,4.4,0.812
469,57693.6,120.8,2.4601,2.3739,0.0862,96,11841,80000,116.3,4.4,0.825
470,57817.3,123.7,2.4675,2.3679,0.0996,96,12674,80000,119.1,4.5,0.806
471,57945.7,128.3,2.4554,2.366,0.0893,96,12194,80000,123.8,4.4,0.775
472,58071.4,125.7,2.4595,2.3691,0.0903,96,11416,80000,121.2,4.5,0.792
473,58194.9,123.5,2.4729,2.3804,0.0925,96,11788,80000,118.8,4.6,0.808
474,58317.7,122.8,2.4634,2.3787,0.0847,96,11972,80000,118.3,4.4,0.812
475,58444.6,127.0,2.4618,2.3726,0.0893,96,11830,80000,122.2,4.7,0.786
476,58569.7,125.1,2.4715,2.3807,0.0908,96,11593,80000,120.2,4.8,0.799
477,58700.8,131.1,2.4575,2.3711,0.0865,96,12253,80000,126.4,4.6,0.76
478,58821.4,120.6,2.4592,2.3737,0.0856,96,11878,80000,116.1,4.4,0.827
479,58943.7,122.4,2.4583,2.368,0.0903,96,12258,80000,117.9,4.4,0.814
480,59064.1,120.4,2.452,2.3657,0.0863,96,11624,80000,115.9,4.4,0.828
481,59197.3,133.2,2.4652,2.3716,0.0936,96,12915,80000,128.4,4.8,0.748
482,59320.4,123.0,2.4728,2.3719,0.1009,96,12117,80000,118.5,4.5,0.81
483,59443.4,123.1,2.4708,2.3729,0.0978,96,12448,80000,118.6,4.4,0.809
484,59563.2,119.8,2.4824,2.3822,0.1002,96,11596,80000,115.3,4.4,0.833
485,59685.8,122.6,2.4731,2.3744,0.0987,96,12315,80000,118.2,4.4,0.812
486,59808.2,122.3,2.4854,2.3895,0.0959,96,12018,80000,117.4,4.8,0.817
487,59943.0,134.9,2.4845,2.3933,0.0912,96,12629,80000,129.8,5.0,0.739
488,60090.6,147.5,2.4789,2.3885,0.0904,96,13482,80000,142.5,5.0,0.674
489,60225.7,135.1,2.483,2.3851,0.0979,96,12151,80000,130.1,5.0,0.738
490,60362.2,136.4,2.473,2.3795,0.0935,96,13102,80000,131.3,5.0,0.731
491,60501.8,139.6,2.4652,2.3754,0.0898,96,12187,80000,134.6,4.9,0.713
492,60643.4,141.6,2.4576,2.3749,0.0827,96,12567,80000,136.6,5.0,0.703
493,60783.5,140.1,2.4715,2.3803,0.0911,96,12467,80000,135.0,5.1,0.711
494,60922.2,138.6,2.4827,2.3861,0.0966,96,11241,80000,133.5,5.0,0.719
495,61073.3,151.2,2.4901,2.3912,0.0989,96,12731,80000,146.1,5.0,0.657
496,61217.9,144.5,2.4825,2.3883,0.0942,96,11626,80000,139.4,5.1,0.689
497,61354.0,136.1,2.4789,2.3874,0.0915,96,12382,80000,131.2,4.9,0.732
498,61484.9,130.9,2.4971,2.3985,0.0986,96,11914,80000,125.9,4.9,0.763
499,61627.8,142.9,2.5295,2.4239,0.1056,96,12409,80000,137.8,5.0,0.696
500,61769.8,142.0,2.5109,2.4138,0.0971,96,12489,80000,136.9,5.0,0.701
